"GEO_ID","id"
"S1810_C02_043E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C02_043M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C02_044E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over"
"S1810_C02_044M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over"
"S1810_C02_045E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C02_045M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C02_046E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C02_046M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C02_047E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty"
"S1810_C02_047M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty"
"S1810_C02_048E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population under 18 years"
"S1810_C02_048M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population under 18 years"
"S1810_C02_049E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years"
"S1810_C02_049M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years"
"S1810_C02_050E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C02_050M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C02_051E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C02_051M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C02_052E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over"
"S1810_C02_052M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over"
"S1810_C02_053E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C02_053M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C02_054E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C02_054M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C02_055E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty"
"S1810_C02_055M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty"
"S1810_C02_056E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population under 18 years"
"S1810_C02_056M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population under 18 years"
"S1810_C02_057E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years"
"S1810_C02_057M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years"
"S1810_C02_058E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C02_058M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C02_059E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C02_059M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C02_060E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over"
"S1810_C02_060M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over"
"S1810_C02_061E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C02_061M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C02_062E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C02_062M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C02_063E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty"
"S1810_C02_063M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty"
"S1810_C02_064E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years"
"S1810_C02_064M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years"
"S1810_C02_065E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C02_065M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C02_066E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C02_066M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C02_067E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over"
"S1810_C02_067M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over"
"S1810_C02_068E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C02_068M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C02_069E","With a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C02_069M","With a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C03_001E","Percent with a disability!!Estimate!!Total civilian noninstitutionalized population"
"S1810_C03_001M","Percent with a disability!!Margin of Error!!Total civilian noninstitutionalized population"
"S1810_C03_002E","Percent with a disability!!Estimate!!SEX!!Male"
"S1810_C03_002M","Percent with a disability!!Margin of Error!!SEX!!Male"
"S1810_C03_003E","Percent with a disability!!Estimate!!SEX!!Female"
"S1810_C03_003M","Percent with a disability!!Margin of Error!!SEX!!Female"
"S1810_C03_004E","Percent with a disability!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone"
"S1810_C03_004M","Percent with a disability!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone"
"S1810_C03_005E","Percent with a disability!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone"
"S1810_C03_005M","Percent with a disability!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone"
"S1810_C03_006E","Percent with a disability!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone"
"S1810_C03_006M","Percent with a disability!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone"
"S1810_C03_007E","Percent with a disability!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone"
"S1810_C03_007M","Percent with a disability!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone"
"S1810_C03_008E","Percent with a disability!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone"
"S1810_C03_008M","Percent with a disability!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone"
"S1810_C03_009E","Percent with a disability!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone"
"S1810_C03_009M","Percent with a disability!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone"
"S1810_C03_010E","Percent with a disability!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1810_C03_010M","Percent with a disability!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1810_C03_011E","Percent with a disability!!Estimate!!White alone, not Hispanic or Latino"
"S1810_C03_011M","Percent with a disability!!Margin of Error!!White alone, not Hispanic or Latino"
"S1810_C03_012E","Percent with a disability!!Estimate!!Hispanic or Latino (of any race)"
"S1810_C03_012M","Percent with a disability!!Margin of Error!!Hispanic or Latino (of any race)"
"S1810_C03_013E","Percent with a disability!!Estimate!!AGE!!Under 5 years"
"S1810_C03_013M","Percent with a disability!!Margin of Error!!AGE!!Under 5 years"
"S1810_C03_014E","Percent with a disability!!Estimate!!AGE!!5 to 17 years"
"S1810_C03_014M","Percent with a disability!!Margin of Error!!AGE!!5 to 17 years"
"S1810_C03_015E","Percent with a disability!!Estimate!!AGE!!18 to 34 years"
"S1810_C03_015M","Percent with a disability!!Margin of Error!!AGE!!18 to 34 years"
"S1810_C03_016E","Percent with a disability!!Estimate!!AGE!!35 to 64 years"
"S1810_C03_016M","Percent with a disability!!Margin of Error!!AGE!!35 to 64 years"
"S1810_C03_017E","Percent with a disability!!Estimate!!AGE!!65 to 74 years"
"S1810_C03_017M","Percent with a disability!!Margin of Error!!AGE!!65 to 74 years"
"S1810_C03_018E","Percent with a disability!!Estimate!!AGE!!75 years and over"
"S1810_C03_018M","Percent with a disability!!Margin of Error!!AGE!!75 years and over"
"S1810_C03_019E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty"
"S1810_C03_019M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty"
"S1810_C03_020E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years"
"S1810_C03_020M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years"
"S1810_C03_021E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years!!Population under 5 years"
"S1810_C03_021M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years!!Population under 5 years"
"S1810_C03_022E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years!!Population 5 to 17 years"
"S1810_C03_022M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population under 18 years!!Population 5 to 17 years"
"S1810_C03_023E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years"
"S1810_C03_023M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years"
"S1810_C03_024E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C03_024M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C03_025E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C03_025M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C03_026E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over"
"S1810_C03_026M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over"
"S1810_C03_027E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C03_027M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C03_028E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C03_028M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C03_029E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty"
"S1810_C03_029M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty"
"S1810_C03_030E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years"
"S1810_C03_030M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years"
"S1810_C03_031E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years!!Population under 5 years"
"S1810_C03_031M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years!!Population under 5 years"
"S1810_C03_032E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years!!Population 5 to 17 years"
"S1810_C03_032M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years!!Population 5 to 17 years"
"S1810_C03_033E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years"
"S1810_C03_033M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years"
"S1810_C03_034E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C03_034M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C03_035E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C03_035M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C03_036E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over"
"S1810_C03_036M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over"
"S1810_C03_037E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C03_037M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C03_038E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C03_038M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C03_039E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty"
"S1810_C03_039M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty"
"S1810_C03_040E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population under 18 years"
"S1810_C03_040M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population under 18 years"
"S1810_C03_041E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years"
"S1810_C03_041M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years"
"S1810_C03_042E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C03_042M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C03_043E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C03_043M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C03_044E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over"
"S1810_C03_044M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over"
"S1810_C03_045E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C03_045M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C03_046E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C03_046M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C03_047E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty"
"S1810_C03_047M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty"
"S1810_C03_048E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population under 18 years"
"S1810_C03_048M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population under 18 years"
"S1810_C03_049E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years"
"S1810_C03_049M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years"
"S1810_C03_050E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C03_050M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C03_051E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C03_051M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C03_052E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over"
"S1810_C03_052M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over"
"S1810_C03_053E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C03_053M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C03_054E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C03_054M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C03_055E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty"
"S1810_C03_055M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty"
"S1810_C03_056E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population under 18 years"
"S1810_C03_056M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population under 18 years"
"S1810_C03_057E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years"
"S1810_C03_057M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years"
"S1810_C03_058E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C03_058M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C03_059E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C03_059M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C03_060E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over"
"S1810_C03_060M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over"
"S1810_C03_061E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C03_061M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C03_062E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C03_062M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C03_063E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty"
"S1810_C03_063M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty"
"S1810_C03_064E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years"
"S1810_C03_064M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years"
"S1810_C03_065E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C03_065M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years!!Population 18 to 34 years"
"S1810_C03_066E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C03_066M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years!!Population 35 to 64 years"
"S1810_C03_067E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over"
"S1810_C03_067M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over"
"S1810_C03_068E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C03_068M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over!!Population 65 to 74 years"
"S1810_C03_069E","Percent with a disability!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over!!Population 75 years and over"
"S1810_C03_069M","Percent with a disability!!Margin of Error!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 65 years and over!!Population 75 years and over"
